scaffold	id	begin	end	size	transposable	taxonomy
SAMN08009698_4	SAMN08009698_4_prophage1	113777	124876	11.099	False	Siphoviridae
SAMN27967723_14	SAMN27967723_14_prophage1	492737	503828	11.091	False	Siphoviridae
SAMN38984026_1	SAMN38984026_1_prophage3	2935288	2946372	11.084	False	Siphoviridae
SAMN19292101_43	SAMN19292101_43_prophage1	27021	38097	11.076	False	Siphoviridae
SAMN18490512_1	SAMN18490512_1_prophage1	4260	15336	11.076	False	Myoviridae
SAMN18478702_1	SAMN18478702_1_prophage1	4261	15337	11.076	False	Myoviridae
SAMN13164044_54	SAMN13164044_54_prophage1	1942	13018	11.076	False	Siphoviridae
SAMN34138595_26	SAMN34138595_26_prophage1	23541	34614	11.073	False	Siphoviridae
SAMEA12928682_1	SAMEA12928682_1_prophage1	4256	15329	11.073	False	Myoviridae
SAMN44480978_1	SAMN44480978_1_prophage1	40237	51302	11.065	False	Siphoviridae
SAMN26741366_22	SAMN26741366_22_prophage1	105948	117013	11.065	False	Siphoviridae
SAMN10782618_34	SAMN10782618_34_prophage1	114078	125143	11.065	False	Siphoviridae
SAMN10721184_34	SAMN10721184_34_prophage1	126024	137089	11.065	False	Siphoviridae
SAMN24926686_1	SAMN24926686_1_prophage1	15112	26175	11.063	False	Siphoviridae
SAMN40733514_102	SAMN40733514_102_prophage1	6394	17456	11.062	False	Myoviridae / Siphoviridae
SAMN08627287_1	SAMN08627287_1_prophage2	765858	776920	11.062	False	Unknown
SAMN04505728_6	SAMN04505728_6_prophage1	15148	26210	11.062	True	Siphoviridae
SAMN17155281_23	SAMN17155281_23_prophage1	52820	63881	11.061	False	Siphoviridae
SAMN11618739_1	SAMN11618739_1_prophage4	2009775	2020836	11.061	False	Siphoviridae
SAMN10319712_9	SAMN10319712_9_prophage1	242543	253603	11.06	True	Myoviridae / Siphoviridae
SAMN40703596_1	SAMN40703596_1_prophage1	234625	245682	11.057	False	Siphoviridae
SAMN11650980_1	SAMN11650980_1_prophage1	647	11701	11.054	False	Siphoviridae
SAMN37140688_10	SAMN37140688_10_prophage1	45276	56329	11.053	False	Siphoviridae
SAMN37140687_7	SAMN37140687_7_prophage3	187784	198837	11.053	False	Siphoviridae
SAMN18607046_64	SAMN18607046_64_prophage1	184306	195357	11.051	False	Siphoviridae
SAMN04445749_24	SAMN04445749_24_prophage1	269094	280145	11.051	False	Siphoviridae
SAMN41163063_20	SAMN41163063_20_prophage1	4820	15869	11.049	False	Siphoviridae
SAMN32062179_28	SAMN32062179_28_prophage1	4856	15905	11.049	False	Siphoviridae
SAMN32062178_28	SAMN32062178_28_prophage1	41941	52990	11.049	False	Siphoviridae
SAMN32062177_18	SAMN32062177_18_prophage1	41941	52990	11.049	False	Siphoviridae
SAMN32062176_21	SAMN32062176_21_prophage1	41941	52990	11.049	False	Siphoviridae
SAMN32062175_19	SAMN32062175_19_prophage1	4856	15905	11.049	False	Siphoviridae
SAMN10112444_86	SAMN10112444_86_prophage1	54544	65590	11.046	False	Siphoviridae
SAMN43785064_14	SAMN43785064_14_prophage2	20787	31830	11.043	False	Siphoviridae
SAMN27397807_1	SAMN27397807_1_prophage1	40348	51387	11.039	False	Siphoviridae
SAMN02463682_1	SAMN02463682_1_prophage4	2893103	2904137	11.034	False	Siphoviridae
SAMN06464108_60	SAMN06464108_60_prophage2	85004	96029	11.025	False	Myoviridae
SAMN45127488_87	SAMN45127488_87_prophage1	1381	12404	11.023	False	Siphoviridae
SAMN43785051_7	SAMN43785051_7_prophage1	8129	19149	11.02	False	Siphoviridae
SAMN43829023_19	SAMN43829023_19_prophage1	1828	12846	11.018	False	Siphoviridae
SAMN32188942_1	SAMN32188942_1_prophage1	886972	897990	11.018	False	Siphoviridae
SAMN32188941_1	SAMN32188941_1_prophage2	106745	117763	11.018	False	Siphoviridae
SAMN32188940_1	SAMN32188940_1_prophage1	207536	218554	11.018	False	Siphoviridae
SAMN32188939_1	SAMN32188939_1_prophage3	1388994	1400012	11.018	False	Siphoviridae
SAMN32188938_1	SAMN32188938_1_prophage2	1349272	1360290	11.018	False	Siphoviridae
SAMN32188937_1	SAMN32188937_1_prophage1	207547	218565	11.018	False	Siphoviridae
SAMN32188936_1	SAMN32188936_1_prophage1	34533	45551	11.018	False	Siphoviridae
SAMN32188935_1	SAMN32188935_1_prophage3	1387229	1398247	11.018	False	Siphoviridae
SAMN32188934_1	SAMN32188934_1_prophage2	48789	59807	11.018	False	Siphoviridae
SAMN12793868_1	SAMN12793868_1_prophage2	458330	469347	11.017	False	Siphoviridae
SAMN04366754_24	SAMN04366754_24_prophage1	27282	38287	11.005	False	Unknown
SAMN38918113_5	SAMN38918113_5_prophage1	53274	64273	10.999	False	Myoviridae
SAMN38918110_18	SAMN38918110_18_prophage1	8813	19812	10.999	False	Myoviridae
SAMN38918108_17	SAMN38918108_17_prophage1	20217	31216	10.999	False	Myoviridae
SAMN38918107_4	SAMN38918107_4_prophage1	20215	31214	10.999	False	Myoviridae
SAMN38918101_9	SAMN38918101_9_prophage1	27316	38315	10.999	False	Myoviridae
SAMN38918098_7	SAMN38918098_7_prophage1	36898	47897	10.999	False	Myoviridae
SAMN38918097_4	SAMN38918097_4_prophage1	53274	64273	10.999	False	Myoviridae
SAMN38918096_4	SAMN38918096_4_prophage1	20217	31216	10.999	False	Myoviridae
SAMN38918092_6	SAMN38918092_6_prophage1	53274	64273	10.999	False	Myoviridae
SAMN38918089_6	SAMN38918089_6_prophage1	20217	31216	10.999	False	Myoviridae
SAMN38918083_5	SAMN38918083_5_prophage1	53274	64273	10.999	False	Myoviridae
SAMN38918081_6	SAMN38918081_6_prophage1	20216	31215	10.999	False	Myoviridae
SAMN38918080_6	SAMN38918080_6_prophage1	20217	31216	10.999	False	Myoviridae
SAMN38918072_19	SAMN38918072_19_prophage1	9851	20850	10.999	False	Myoviridae
SAMN38918071_18	SAMN38918071_18_prophage1	8813	19812	10.999	False	Myoviridae
SAMN31809205_14	SAMN31809205_14_prophage1	14978	25977	10.999	False	Myoviridae
SAMN30852429_48	SAMN30852429_48_prophage1	20217	31216	10.999	False	Myoviridae
SAMN23014232_74	SAMN23014232_74_prophage1	16107	27106	10.999	False	Myoviridae
SAMD00244789_16	SAMD00244789_16_prophage1	9115	20114	10.999	False	Myoviridae
SAMN06163276_58	SAMN06163276_58_prophage1	5040	16033	10.993	False	Myoviridae
SAMN42178306_16	SAMN42178306_16_prophage1	52339	63331	10.992	False	Siphoviridae
SAMN32062174_54	SAMN32062174_54_prophage1	12964	23956	10.992	False	Siphoviridae
SAMN12280510_54	SAMN12280510_54_prophage2	210625	221617	10.992	False	Siphoviridae
SAMN05162523_1	SAMN05162523_1_prophage1	292722	303710	10.988	False	Siphoviridae
SAMN38203341_1	SAMN38203341_1_prophage5	1959672	1970656	10.984	False	Myoviridae / Siphoviridae
SAMN10239553_33	SAMN10239553_33_prophage1	6636	17616	10.98	False	Siphoviridae
SAMN09715191_8	SAMN09715191_8_prophage1	13921	24898	10.977	False	Siphoviridae
SAMN38691420_1	SAMN38691420_1_prophage1	119520	130496	10.976	False	Siphoviridae
SAMN38691366_1	SAMN38691366_1_prophage3	2106122	2117095	10.973	False	Siphoviridae
SAMN29394000_1	SAMN29394000_1_prophage1	29573	40546	10.973	False	Siphoviridae
SAMN13880208_3	SAMN13880208_3_prophage4	2823377	2834350	10.973	False	Siphoviridae
SAMN13056197_66	SAMN13056197_66_prophage1	12446	23418	10.972	False	Siphoviridae
SAMN12027234_44	SAMN12027234_44_prophage1	161413	172384	10.971	False	Siphoviridae
SAMN22965540_1	SAMN22965540_1_prophage4	2015687	2026655	10.968	False	Siphoviridae
SAMN31309353_3	SAMN31309353_3_prophage2	96646	107613	10.967	False	Siphoviridae
SAMN38411963_1	SAMN38411963_1_prophage5	2290128	2301092	10.964	False	Myoviridae / Siphoviridae
SAMN03654482_27	SAMN03654482_27_prophage1	9386	20349	10.963	False	Siphoviridae
SAMN06560050_1	SAMN06560050_1_prophage1	40346	51308	10.962	False	Siphoviridae
SAMN16124428_67	SAMN16124428_67_prophage1	134084	145045	10.961	False	Siphoviridae
SAMN09280118_97	SAMN09280118_97_prophage1	8123	19082	10.959	False	Siphoviridae
SAMN38143280_11	SAMN38143280_11_prophage1	1756	12711	10.955	False	Siphoviridae
SAMN39101686_46	SAMN39101686_46_prophage1	7062	18016	10.954	False	Siphoviridae
SAMN42384222_2	SAMN42384222_2_prophage1	39884	50829	10.945	False	Siphoviridae
SAMN23424737_2	SAMN23424737_2_prophage1	51205	62149	10.944	True	Myoviridae
SAMN22349651_3	SAMN22349651_3_prophage1	29112	40056	10.944	True	Myoviridae
SAMN16495222_12	SAMN16495222_12_prophage1	21057	32001	10.944	True	Myoviridae
SAMN11650980_1	SAMN11650980_1_prophage6	1276155	1287096	10.941	False	Siphoviridae
SAMN33358676_2	SAMN33358676_2_prophage1	109759	120693	10.934	True	Myoviridae
SAMN17169733_1	SAMN17169733_1_prophage4	2571195	2582129	10.934	True	Myoviridae
SAMN10365121_145	SAMN10365121_145_prophage1	21093	32026	10.933	False	Siphoviridae
SAMN05717740_40	SAMN05717740_40_prophage1	17394	28327	10.933	False	Siphoviridae
SAMN00001479_54	SAMN00001479_54_prophage1	342889	353814	10.925	False	Siphoviridae
SAMN14913633_7	SAMN14913633_7_prophage2	17914	28838	10.924	False	Siphoviridae
SAMN43010929_3	SAMN43010929_3_prophage1	768	11688	10.92	False	Siphoviridae
SAMN04382577_31	SAMN04382577_31_prophage1	12729	23645	10.916	False	Siphoviridae
SAMN05717753_7	SAMN05717753_7_prophage1	113964	124877	10.913	False	Siphoviridae
SAMN19292101_41	SAMN19292101_41_prophage2	352027	362939	10.912	False	Siphoviridae
SAMN16401882_1	SAMN16401882_1_prophage1	34652	45564	10.912	False	Myoviridae
SAMN36868849_1	SAMN36868849_1_prophage2	1009668	1020577	10.909	False	Siphoviridae
SAMN36868839_1	SAMN36868839_1_prophage2	1009953	1020862	10.909	False	Siphoviridae
SAMN31342456_1	SAMN31342456_1_prophage1	1157639	1168548	10.909	False	Siphoviridae
SAMN37182685_1	SAMN37182685_1_prophage2	1134803	1145705	10.902	True	Siphoviridae
SAMN19462172_7	SAMN19462172_7_prophage1	45638	56539	10.901	False	Siphoviridae
SAMN10365345_54	SAMN10365345_54_prophage1	45734	56635	10.901	False	Siphoviridae
SAMN05942021_33	SAMN05942021_33_prophage1	90840	101740	10.9	False	Siphoviridae
SAMN05942020_21	SAMN05942020_21_prophage1	90790	101690	10.9	False	Siphoviridae
SAMN05717720_56	SAMN05717720_56_prophage1	11946	22845	10.899	False	Siphoviridae
SAMN07187783_3	SAMN07187783_3_prophage1	51785	62679	10.894	False	Siphoviridae
SAMN02472012_18	SAMN02472012_18_prophage1	48203	59097	10.894	False	Siphoviridae
SAMN11638128_1	SAMN11638128_1_prophage1	173113	183999	10.886	False	Siphoviridae
SAMN12616968_12	SAMN12616968_12_prophage1	8053	18938	10.885	False	Siphoviridae
SAMN06130976_20	SAMN06130976_20_prophage1	94569	105447	10.878	False	Siphoviridae
SAMN07167770_1	SAMN07167770_1_prophage1	603589	614465	10.876	False	Siphoviridae
SAMN05162514_2	SAMN05162514_2_prophage1	31101	41977	10.876	False	Siphoviridae
SAMN01757838_6	SAMN01757838_6_prophage1	38485	49358	10.873	False	Siphoviridae
SAMEA3879648_1	SAMEA3879648_1_prophage2	1204265	1215135	10.87	False	Siphoviridae
SAMEA3158499_1	SAMEA3158499_1_prophage2	2765786	2776656	10.87	False	Siphoviridae
SAMN15514056_11	SAMN15514056_11_prophage2	212161	223030	10.869	False	Siphoviridae
SAMN15514055_33	SAMN15514055_33_prophage1	132907	143776	10.869	False	Siphoviridae
SAMN15514054_33	SAMN15514054_33_prophage1	80800	91669	10.869	False	Siphoviridae
SAMN15514052_22	SAMN15514052_22_prophage1	95417	106286	10.869	False	Siphoviridae
SAMN15514051_11	SAMN15514051_11_prophage1	95417	106286	10.869	False	Siphoviridae
SAMN15514050_39	SAMN15514050_39_prophage2	212061	222930	10.869	False	Siphoviridae
SAMN15514049_33	SAMN15514049_33_prophage2	212061	222930	10.869	False	Siphoviridae
SAMN03769466_34	SAMN03769466_34_prophage1	170148	181016	10.868	False	Siphoviridae
SAMN03729540_48	SAMN03729540_48_prophage1	55773	66641	10.868	False	Siphoviridae
SAMEA5673845_23	SAMEA5673845_23_prophage1	36407	47275	10.868	False	Siphoviridae
SAMN14517101_1	SAMN14517101_1_prophage1	78125	88992	10.867	False	Siphoviridae
SAMN08014125_4	SAMN08014125_4_prophage1	9420	20284	10.864	True	Myoviridae
SAMN05805046_1	SAMN05805046_1_prophage4	2120520	2131381	10.861	False	Siphoviridae
SAMN28910690_3	SAMN28910690_3_prophage2	1153648	1164507	10.859	False	Myoviridae
SAMN04088859_6	SAMN04088859_6_prophage1	360711	371565	10.854	False	Siphoviridae
SAMN13735603_30	SAMN13735603_30_prophage1	5578	16430	10.852	False	Siphoviridae
SAMN03654478_7	SAMN03654478_7_prophage1	143323	154175	10.852	False	Siphoviridae
SAMN44261367_1	SAMN44261367_1_prophage3	1910782	1921632	10.85	False	Siphoviridae
SAMN32062191_3	SAMN32062191_3_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062190_6	SAMN32062190_6_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062189_7	SAMN32062189_7_prophage1	7659	18509	10.85	False	Siphoviridae
SAMN32062188_4	SAMN32062188_4_prophage1	7659	18509	10.85	False	Siphoviridae
SAMN32062187_14	SAMN32062187_14_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062186_14	SAMN32062186_14_prophage1	7659	18509	10.85	False	Siphoviridae
SAMN32062174_10	SAMN32062174_10_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062173_2	SAMN32062173_2_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062172_9	SAMN32062172_9_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062171_5	SAMN32062171_5_prophage1	31828	42678	10.85	False	Siphoviridae
SAMN32062170_5	SAMN32062170_5_prophage1	7659	18509	10.85	False	Siphoviridae
SAMN23708204_4	SAMN23708204_4_prophage1	33951	44801	10.85	False	Siphoviridae
SAMN05162523_1	SAMN05162523_1_prophage4	2391177	2402023	10.846	False	Siphoviridae
SAMN14671394_57	SAMN14671394_57_prophage1	76012	86857	10.845	False	Siphoviridae
SAMN04505737_1	SAMN04505737_1_prophage1	1109691	1120531	10.84	False	Siphoviridae
SAMN45919561_19	SAMN45919561_19_prophage1	28630	39469	10.839	False	Siphoviridae
SAMN45919560_1	SAMN45919560_1_prophage1	522689	533528	10.839	False	Siphoviridae
SAMN45919559_1	SAMN45919559_1_prophage1	522688	533527	10.839	False	Siphoviridae
SAMN45919558_1	SAMN45919558_1_prophage2	188151	198990	10.839	False	Siphoviridae
SAMN45919555_18	SAMN45919555_18_prophage1	28630	39469	10.839	False	Siphoviridae
SAMN45919554_19	SAMN45919554_19_prophage1	28630	39469	10.839	False	Siphoviridae
SAMN45919552_20	SAMN45919552_20_prophage1	28630	39469	10.839	False	Siphoviridae
SAMN45919546_1	SAMN45919546_1_prophage2	188151	198990	10.839	False	Siphoviridae
SAMN45919543_1	SAMN45919543_1_prophage2	188152	198991	10.839	False	Siphoviridae
SAMN42165382_11	SAMN42165382_11_prophage2	353384	364223	10.839	False	Siphoviridae
SAMN42165375_11	SAMN42165375_11_prophage1	567699	578538	10.839	False	Siphoviridae
SAMN40733488_5	SAMN40733488_5_prophage2	199999	210838	10.839	False	Siphoviridae
SAMN37140675_1	SAMN37140675_1_prophage1	567485	578324	10.839	False	Siphoviridae
SAMN37140671_14	SAMN37140671_14_prophage1	567480	578319	10.839	False	Siphoviridae
SAMN33906855_11	SAMN33906855_11_prophage2	188150	198989	10.839	False	Siphoviridae
SAMN23771453_22	SAMN23771453_22_prophage2	202458	213297	10.839	False	Siphoviridae
SAMN37140684_1	SAMN37140684_1_prophage1	567486	578324	10.838	False	Siphoviridae
SAMN21618490_44	SAMN21618490_44_prophage1	3537	14374	10.837	False	Siphoviridae
SAMN21618489_51	SAMN21618489_51_prophage1	8973	19810	10.837	False	Siphoviridae
SAMN43785082_1	SAMN43785082_1_prophage1	169550	180385	10.835	False	Siphoviridae
SAMN43785080_1	SAMN43785080_1_prophage1	259716	270551	10.835	False	Siphoviridae
SAMN09736856_5	SAMN09736856_5_prophage1	7854	18689	10.835	False	Siphoviridae
SAMN05717752_25	SAMN05717752_25_prophage1	11403	22237	10.834	False	Siphoviridae
SAMN03196643_22	SAMN03196643_22_prophage1	21271	32105	10.834	False	Siphoviridae
SAMN03196639_9	SAMN03196639_9_prophage1	52579	63413	10.834	False	Siphoviridae
SAMN28890194_1	SAMN28890194_1_prophage2	1008204	1019037	10.833	False	Siphoviridae
SAMN28890189_66	SAMN28890189_66_prophage2	1308835	1319668	10.833	False	Siphoviridae
SAMN12429662_31	SAMN12429662_31_prophage1	5826	16657	10.831	False	Siphoviridae
SAMN12429661_30	SAMN12429661_30_prophage1	4394	15225	10.831	False	Siphoviridae
SAMN12429660_36	SAMN12429660_36_prophage1	4394	15225	10.831	False	Siphoviridae
SAMN12616935_39	SAMN12616935_39_prophage1	81882	92711	10.829	False	Siphoviridae
SAMN15511455_1	SAMN15511455_1_prophage4	2231817	2242644	10.827	False	Siphoviridae
SAMN31037894_1	SAMN31037894_1_prophage1	1000712	1011537	10.825	False	Siphoviridae
SAMN37844544_1	SAMN37844544_1_prophage1	43122	53945	10.823	False	Siphoviridae
SAMN37844543_1	SAMN37844543_1_prophage3	723825	734648	10.823	False	Siphoviridae
SAMN41770589_4	SAMN41770589_4_prophage1	26350	37167	10.817	False	Siphoviridae
SAMN33906854_11	SAMN33906854_11_prophage1	509069	519886	10.817	False	Siphoviridae
SAMN04505736_1	SAMN04505736_1_prophage1	3053454	3064271	10.817	False	Siphoviridae
SAMN04505735_1	SAMN04505735_1_prophage1	1045835	1056652	10.817	False	Siphoviridae
SAMN13008329_16	SAMN13008329_16_prophage1	24275	35090	10.815	False	Unknown
SAMN25236864_1	SAMN25236864_1_prophage1	2792557	2803368	10.811	False	Siphoviridae
SAMN07173652_1	SAMN07173652_1_prophage2	2817095	2827906	10.811	False	Siphoviridae
SAMN38814974_10	SAMN38814974_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814973_10	SAMN38814973_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814972_10	SAMN38814972_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814970_10	SAMN38814970_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814969_10	SAMN38814969_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814968_10	SAMN38814968_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814966_10	SAMN38814966_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814965_10	SAMN38814965_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN38814954_10	SAMN38814954_10_prophage1	5373	16180	10.807	False	Siphoviridae
SAMN11843667_1	SAMN11843667_1_prophage2	2800785	2811586	10.801	True	Siphoviridae
SAMN43558244_1	SAMN43558244_1_prophage1	903025	913818	10.793	False	Siphoviridae
SAMN33906864_1	SAMN33906864_1_prophage2	23589	34374	10.785	False	Siphoviridae
SAMN31809031_7	SAMN31809031_7_prophage1	16135	26917	10.782	False	Unknown
SAMN43028782_2	SAMN43028782_2_prophage2	2108110	2118890	10.78	False	Siphoviridae
SAMN36399042_1	SAMN36399042_1_prophage2	1034119	1044899	10.78	False	Siphoviridae
SAMN29255128_1	SAMN29255128_1_prophage1	1901677	1912457	10.78	False	Siphoviridae
SAMN22826457_1	SAMN22826457_1_prophage1	1898728	1909508	10.78	False	Siphoviridae
SAMN21367937_31	SAMN21367937_31_prophage1	41084	51864	10.78	False	Siphoviridae
SAMN15532621_2	SAMN15532621_2_prophage2	211229	222009	10.78	False	Siphoviridae
SAMN15514048_22	SAMN15514048_22_prophage1	132507	143287	10.78	False	Siphoviridae
SAMN15514047_21	SAMN15514047_21_prophage1	213745	224525	10.78	False	Siphoviridae
SAMN37988430_1	SAMN37988430_1_prophage1	37462	48234	10.772	False	Siphoviridae
SAMN32634712_1	SAMN32634712_1_prophage2	684629	695400	10.771	False	Myoviridae / Siphoviridae
SAMN25008671_1	SAMN25008671_1_prophage4	1771741	1782507	10.766	False	Siphoviridae
SAMN15795378_1	SAMN15795378_1_prophage3	2573896	2584659	10.763	False	Siphoviridae
SAMN37720970_1	SAMN37720970_1_prophage1	40145	50907	10.762	False	Siphoviridae
SAMN14884377_12	SAMN14884377_12_prophage1	6111	16873	10.762	False	Siphoviridae
SAMN10743347_1	SAMN10743347_1_prophage1	40143	50905	10.762	False	Siphoviridae
SAMN21845652_11	SAMN21845652_11_prophage1	143232	153992	10.76	False	Siphoviridae
SAMD00284712_2	SAMD00284712_2_prophage1	163453	174212	10.759	False	Siphoviridae
SAMEA115874916_9	SAMEA115874916_9_prophage1	1973	12728	10.755	False	Siphoviridae
SAMN41053268_15	SAMN41053268_15_prophage1	513438	524187	10.749	False	Siphoviridae
SAMN41013438_12	SAMN41013438_12_prophage1	129177	139926	10.749	False	Siphoviridae
SAMN41013437_2	SAMN41013437_2_prophage1	82675	93424	10.749	False	Siphoviridae
SAMN40277763_1	SAMN40277763_1_prophage1	37562	48311	10.749	False	Siphoviridae
SAMN38085101_78	SAMN38085101_78_prophage1	37004	47753	10.749	False	Siphoviridae
SAMN37553482_2	SAMN37553482_2_prophage1	82834	93583	10.749	False	Siphoviridae
SAMN31322629_22	SAMN31322629_22_prophage1	83529	94278	10.749	False	Siphoviridae
SAMN31322627_22	SAMN31322627_22_prophage1	129254	140003	10.749	False	Siphoviridae
SAMN31096049_37	SAMN31096049_37_prophage1	129177	139926	10.749	False	Siphoviridae
SAMN31096048_23	SAMN31096048_23_prophage1	82675	93424	10.749	False	Siphoviridae
SAMN30865606_33	SAMN30865606_33_prophage1	129305	140054	10.749	False	Siphoviridae
SAMN23708207_22	SAMN23708207_22_prophage1	129305	140054	10.749	False	Siphoviridae
SAMN15532806_22	SAMN15532806_22_prophage1	82752	93501	10.749	False	Siphoviridae
SAMN14087235_47	SAMN14087235_47_prophage1	129304	140053	10.749	False	Siphoviridae
SAMN11309554_90	SAMN11309554_90_prophage1	82873	93622	10.749	False	Siphoviridae
SAMN10365669_161	SAMN10365669_161_prophage1	82765	93514	10.749	False	Siphoviridae
SAMN10365453_73	SAMN10365453_73_prophage1	11772	22521	10.749	False	Siphoviridae
SAMN10365448_27	SAMN10365448_27_prophage1	129259	140008	10.749	False	Siphoviridae
SAMN10365444_80	SAMN10365444_80_prophage1	129259	140008	10.749	False	Siphoviridae
SAMN10365441_66	SAMN10365441_66_prophage1	82761	93510	10.749	False	Siphoviridae
SAMN08239980_85	SAMN08239980_85_prophage1	129305	140054	10.749	False	Siphoviridae
SAMEA2272724_1	SAMEA2272724_1_prophage5	3034368	3045117	10.749	False	Siphoviridae
SAMEA2271945_1	SAMEA2271945_1_prophage5	3030954	3041703	10.749	False	Siphoviridae
SAMEA117660480_3	SAMEA117660480_3_prophage1	82797	93546	10.749	False	Siphoviridae
SAMN02469716_97	SAMN02469716_97_prophage1	17671	28415	10.744	False	Siphoviridae
SAMN18935462_13	SAMN18935462_13_prophage1	6673	17416	10.743	False	Siphoviridae
SAMN07179269_58	SAMN07179269_58_prophage1	6930	17671	10.741	False	Siphoviridae
SAMN06074288_1	SAMN06074288_1_prophage2	1429827	1440566	10.739	False	Myoviridae
SAMN03852101_42	SAMN03852101_42_prophage1	15259	25998	10.739	False	Myoviridae
SAMN46434682_105	SAMN46434682_105_prophage1	93868	104600	10.732	False	Siphoviridae
SAMN37196899_1	SAMN37196899_1_prophage3	1319888	1330620	10.732	False	Siphoviridae
SAMN20475138_23	SAMN20475138_23_prophage1	174133	184865	10.732	False	Siphoviridae
SAMN13735609_55	SAMN13735609_55_prophage1	93870	104601	10.731	False	Siphoviridae
SAMN46262032_1	SAMN46262032_1_prophage4	960943	971672	10.729	False	Siphoviridae
SAMN20132585_1	SAMN20132585_1_prophage1	93823	104546	10.723	False	Siphoviridae
SAMN04404358_1	SAMN04404358_1_prophage3	2158724	2169442	10.718	False	Siphoviridae
SAMN16668564_1	SAMN16668564_1_prophage6	2072363	2083080	10.717	False	Siphoviridae
SAMN38750237_24	SAMN38750237_24_prophage1	9217	19926	10.709	False	Siphoviridae
SAMN02440850_5	SAMN02440850_5_prophage1	79311	90017	10.706	False	Siphoviridae
SAMEA2271945_1	SAMEA2271945_1_prophage1	565404	576104	10.7	False	Siphoviridae
SAMN47165395_11	SAMN47165395_11_prophage1	34493	45192	10.699	False	Siphoviridae
SAMN15461262_1	SAMN15461262_1_prophage3	2064682	2075375	10.693	False	Siphoviridae
SAMN33777524_1	SAMN33777524_1_prophage4	1468065	1478757	10.692	False	Myoviridae / Siphoviridae
SAMN04088870_56	SAMN04088870_56_prophage1	6099	16790	10.691	False	Siphoviridae
SAMN04088868_56	SAMN04088868_56_prophage1	6099	16790	10.691	False	Siphoviridae
SAMN35776885_6	SAMN35776885_6_prophage1	64818	75507	10.689	False	Siphoviridae
SAMN37639064_1	SAMN37639064_1_prophage1	948439	959116	10.677	False	Siphoviridae
SAMN05645840_1	SAMN05645840_1_prophage1	113382	124058	10.676	False	Siphoviridae
SAMN44631452_1	SAMN44631452_1_prophage4	713694	724368	10.674	False	Myoviridae / Siphoviridae
SAMN10984475_21	SAMN10984475_21_prophage1	3214	13887	10.673	False	Siphoviridae
SAMN19292310_1	SAMN19292310_1_prophage5	2044040	2054707	10.667	False	Unknown
SAMN31882070_1	SAMN31882070_1_prophage1	40352	51018	10.666	False	Siphoviridae
SAMN29681721_26	SAMN29681721_26_prophage1	31264	41930	10.666	False	Unknown
SAMN29681588_20	SAMN29681588_20_prophage1	47946	58612	10.666	False	Unknown
SAMN02298727_1	SAMN02298727_1_prophage1	40352	51018	10.666	False	Siphoviridae
SAMN11653944_38	SAMN11653944_38_prophage1	12470	23135	10.665	False	Siphoviridae
SAMN05717714_51	SAMN05717714_51_prophage1	6761	17426	10.665	False	Siphoviridae
SAMN19473535_67	SAMN19473535_67_prophage2	19190	29844	10.654	False	Siphoviridae
SAMN22165146_4	SAMN22165146_4_prophage1	40225	50872	10.647	False	Siphoviridae
SAMN04088879_44	SAMN04088879_44_prophage1	40268	50915	10.647	False	Siphoviridae
SAMN04038608_1	SAMN04038608_1_prophage2	894202	904848	10.646	False	Siphoviridae
SAMN46787187_1	SAMN46787187_1_prophage7	2207544	2218188	10.644	False	Siphoviridae
SAMN16131617_1	SAMN16131617_1_prophage1	492494	503133	10.639	False	Siphoviridae
SAMN28157106_33	SAMN28157106_33_prophage1	45472	56107	10.635	False	Siphoviridae
SAMN10386560_45	SAMN10386560_45_prophage2	167348	177981	10.633	False	Siphoviridae
SAMN03654474_8	SAMN03654474_8_prophage1	143105	153735	10.63	False	Siphoviridae
SAMN03654472_6	SAMN03654472_6_prophage1	6740	17370	10.63	False	Siphoviridae
SAMN37397456_2	SAMN37397456_2_prophage2	391858	402487	10.629	False	Siphoviridae
SAMN41451970_17	SAMN41451970_17_prophage1	4265	14889	10.624	False	Siphoviridae
SAMN03654439_23	SAMN03654439_23_prophage1	4262	14886	10.624	False	Siphoviridae
SAMN34568646_1	SAMN34568646_1_prophage1	70059	80681	10.622	False	Siphoviridae
SAMN16539238_1	SAMN16539238_1_prophage1	69863	80485	10.622	False	Siphoviridae
SAMN10822529_1	SAMN10822529_1_prophage1	157910	168532	10.622	False	Siphoviridae
SAMN09699167_12	SAMN09699167_12_prophage1	280267	290889	10.622	False	Siphoviridae
